cin,name,status,roc
U01117RJ2004PTC019811,ASONA NATURALS BIOAGRO PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01117RJ2005PTC021145,CLASSIC HERBS PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01117RJ2005PTC021767,ARAAVIA HERBALS PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01117RJ2005PTC021781,SHRI KARANI BIO PLANTECH PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01117RJ2005PTC021800,YASH GREENAGRO BIO PLANTECH PRIVATELIMITED,Strike Off,RoC-Jaipur
U01117RJ2006PTC021898,PINKCITY BIOFUELS PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01117RJ2006PTC021904,SHEEVAM BIODIESELS PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01117RJ2006PTC021905,SUNRISE PHOSPHATE PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01117RJ2006PTC021946,JAT BIOFUEL PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01117RJ2006PTC022038,INVA AGRI GENES PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01117RJ2006PTC022073,SARGO HERBAL INDIA PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01117RJ2007PTC024131,INNOVATIVE HERBS BIOTECH PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01117RJ2007PTC024156,RAJASTHAN BIOAGRO FARMS PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01117RJ2007PTC024481,SHRUTI BIOTECH PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01117RJ2007PTC024812,LIFESCOT BIOTECH PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01117RJ2007PTC025320,KHUSHALI KISAN AGRO BIOTECH PRIVATELIMITED,Strike Off,RoC-Jaipur
U01119RJ1992PTC006463,SATYAM GUMS PVT LTD.,Strike Off,RoC-Jaipur
U01119RJ1995PTC009490,BEHROR AGRO PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01119RJ2004PTC019294,ADARSH BIO HERBAL PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01119RJ2005PTC021795,AARCO HERBAL AND FOODS PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01119RJ2007PTC024036,MEWAR BIO DIESAL AND AGRI AND ANIMALPRIVATE LIMITED,Strike Off,RoC-Jaipur
U01119RJ2016PLC055904,SEORA ADVANTAGE LIMITED,Strike Off,RoC-Jaipur
U01119RJ2019PTC066431,RVMD PAASHUDHAN SERVICES PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01121RJ2002PTC018005,JAIPUR HIGHTECH AGRO PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ1948PLC000636,THE RAJASTHAN AGRICULTURE LIVE STOCK LIMITED,Strike Off,RoC-Jaipur
U01122RJ1976PTC001719,NAND ALOK PVT LTD,Strike Off,RoC-Jaipur
U01122RJ1986PTC003548,ROASTWELL INDUSTRIES PVT LTD,Strike Off,RoC-Jaipur
U01122RJ1988PTC004340,ARAVALI BEEJ VINIMAY CO PVT LTD,Strike Off,RoC-Jaipur
U01122RJ1993PTC007392,OMNI AGROTECH PVT. LTD,Strike Off,RoC-Jaipur
U01122RJ1994PLC007934,VASUDHA AGRO LIMITED,Strike Off,RoC-Jaipur
U01122RJ1994PLC008691,INDIA MERISTEM LIMITED,Strike Off,RoC-Jaipur
U01122RJ1994PLC008807,MADHUBAN GARDENS LIMITED,Strike Off,RoC-Jaipur
U01122RJ1994PTC008693,REYA BLOSSOMS PVT. LTD,Strike Off,RoC-Jaipur
U01122RJ1994PTC008784,ADITYA HORTICULTURE PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ1995PTC010070,AMER AGRO TECH PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ1995PTC010223,RAJNIGANDHA PLANTATION RESEARCH CENTRE PVT LTD,Strike Off,RoC-Jaipur
U01122RJ1995PTC010467,GREEN PLUS (INDIA) PVT LTD,Strike Off,RoC-Jaipur
U01122RJ1995PTC010511,KRANTI SEEDS PVT LTD,Strike Off,RoC-Jaipur
U01122RJ1995PTC011010,S.B.PLANTATIONS PVT LTD,Strike Off,RoC-Jaipur
U01122RJ1996PLC012344,HADOTI FORESTS LIMITED,Strike Off,RoC-Jaipur
U01122RJ1996PLC012373,ROHINI GREEN HOUSES LIMITED,Strike Off,RoC-Jaipur
U01122RJ1996PTC012216,JUPITER MEDIPLANTS PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ1996PTC012512,R.D. SPICES PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ1996PTC013007,ECONOMIC AGROTECH (INDIA) PRIVATELIMITED,Strike Off,RoC-Jaipur
U01122RJ1997PLC013193,RAJASTHAN GREENGEANS BIOTECH LIMITED,Strike Off,RoC-Jaipur
U01122RJ1997PTC013329,RAMPRATAP NURSERY PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ1997PTC013552,SADASUKHI AGROBIOTECH PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ1997PTC013774,SHREE PADAM TRADERS PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ1997PTC014342,BAGRA HORTICULTURE PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ1999PTC015664,BAJRANG SEEDS PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ1999PTC015684,M L J FOODS PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2000PTC016081,DEEPCHET AGRO PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2001PTC017102,ROMANA HERBS PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2002PTC017492,BL AND BK AGRICULTURE PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2002PTC017610,SWASTIK SATYAM JOJOBA AGRICULTUREPRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2002PTC017821,VRINDA AGRI-VISION PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2002PTC017854,B L HYBRID SEEDS PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2002PTC017908,SHREE MAHADEV SEEDS PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2003PTC018118,VEDANT BIO-ORGANIC AGRICULTURE PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2003PTC018321,OHM AGRI BIO TECHNOLOGY PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2004PTC019515,SHRI NAIN KUNWAR AGRO PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2004PTC019710,JUPU FARMS PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2004PTC019949,KESHU FARMS PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2005PTC020218,SAKET ORGANIC FOODS PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2005PTC020413,BANJARA GARDENS PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2005PTC020587,JIN KUSHAL AGRO BIOTECH PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2005PTC020712,RATAN JOT FARMS PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2005PTC020713,MEERA FARMHOUSES PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2005PTC020813,GREEN VIEW BIO-TECH PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2005PTC020817,OSIAN BIOTECH AND HERBAL FARMS PRIVATELIMITED,Strike Off,RoC-Jaipur
U01122RJ2005PTC020938,NOBLE KINGDOM AGROFARMS AND RESORTS PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2005PTC020999,PARAM BIO-HORTECH INDIA PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2005PTC021057,NIRANJAN HERBALS PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2005PTC021134,KANGSABATI AGRO PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2005PTC021305,UMRAO SHIVSANKALP BIOTECH PRIVATELIMITED,Strike Off,RoC-Jaipur
U01122RJ2005PTC021521,VIJAYANT AGROTECH PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2005PTC021545,GOODEARTH CULTIVATIONS PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2005PTC021600,JUPU GREEN FARMS PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2005PTC021612,ANKIT AMAR AGRO PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2005PTC021615,ABHAY BIOTECH PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2005PTC021624,INANI AGRO PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2005PTC021721,OPEN EARTH AGROTECH PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2006PLC022135,KANHIKA AGRRI PRODUCER COMPANY LIMITED,Strike Off,RoC-Jaipur
U01122RJ2006PTC021893,SHRI MAHALAXMI BIO AGRICULTURAL PVT LTD,Strike Off,RoC-Jaipur
U01122RJ2006PTC022121,AMBIKA AGRITECH PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2006PTC022212,OM KIRAN FARMING PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2006PTC022229,KARANI KISSAN AGRO BIOTECH PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2006PTC022251,MARUDHAR HARBAL AGROBIO PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2006PTC022805,RAJ BIOORGANICS PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2006PTC022826,KARNIKA AGRI VISION PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2006PTC023218,SUN PRIME AGRI SOLUTIONS PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2006PTC023239,FUTURISTIC BIO VISION PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2006PTC023558,SHEKAWATI BIOTECH PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2006PTC023559,SHEKHAWATI KISAN AGRO PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2007PLC023575,MOTHER INDIA AGROLAND LIMITED,Strike Off,RoC-Jaipur
U01122RJ2007PTC023629,SURYA CROP SCIENCE (INDIA) PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2007PTC023703,KAMAL ORGANICS CONSULTANTS PRIVATELIMITED,Strike Off,RoC-Jaipur
U01122RJ2007PTC023773,SHRIMAL ALLIED AGRO PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2007PTC024232,GREAT AGROTECH PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2007PTC024411,SHAKTI AGROFARM PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2007PTC024456,BIKANER AGROFARM PROJECTS PRIVATELIMITED,Strike Off,RoC-Jaipur
U01122RJ2007PTC024467,BIKANER AGRODAIRY PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01122RJ2007PTC024699,SHRI SINGHAL GRAIN PRIVATE LIMITED,Strike Off,RoC-Jaipur
